Cluster,heart_rate,speed,jump_height,endurance,strength,player_efficiency,training_effectiveness
0,160.71296296296296,11.135713710370371,25.303440411666664,27.70158392777778,114.25459919805556,21.47255792842593,1.0
1,149.59016393442624,10.975737551704919,35.60315570245902,25.38659008172131,110.92433073729508,24.008177848360656,1.0
2,150.25,11.683843757527027,30.067405709189188,25.183996981554053,65.26926463378379,19.52509472777027,0.0
3,136.827868852459,11.887367164557377,28.853562258114753,24.07647544229508,120.75683863147542,16.11330494762295,1.0
